Year/年/年,Month/月/月,Day/日/日,Hour/時/时,Minute/分/分,Second/秒/秒,TimeZone/時區/时区,Height(m)/高度(米)/高度(米)
2024,7,2,23,25,,UTC+8,1.13
2024,7,3,7,0,,UTC+8,2.18
2024,7,3,13,58,,UTC+8,0.53
2024,7,3,21,19,,UTC+8,1.29
2024,7,4,0,8,,UTC+8,1.18
2024,7,4,7,38,,UTC+8,2.28
2024,7,4,14,54,,UTC+8,0.38
2024,7,4,22,16,,UTC+8,1.3
2024,7,5,0,53,,UTC+8,1.21
2024,7,5,8,17,,UTC+8,2.34
2024,7,5,15,45,,UTC+8,0.29
2024,7,5,22,59,,UTC+8,1.3
2024,7,6,1,39,,UTC+8,1.22
2024,7,6,8,58,,UTC+8,2.37
2024,7,6,16,30,,UTC+8,0.26
2024,7,6,23,36,,UTC+8,1.3
2024,7,7,2,24,,UTC+8,1.21
2024,7,7,9,40,,UTC+8,2.35
2024,7,7,17,12,,UTC+8,0.28
2024,7,8,0,11,,UTC+8,1.31
2024,7,8,3,7,,UTC+8,1.2
2024,7,8,10,22,,UTC+8,2.3
2024,7,8,17,49,,UTC+8,0.34
2024,7,9,0,46,,UTC+8,1.32
2024,7,9,3,51,,UTC+8,1.19
2024,7,9,11,1,,UTC+8,2.22
2024,7,9,18,23,,UTC+8,0.43
2024,7,10,1,22,,UTC+8,1.34
2024,7,10,4,36,,UTC+8,1.19
2024,7,10,11,38,,UTC+8,2.1
2024,7,10,18,53,,UTC+8,0.54
2024,7,11,1,59,,UTC+8,1.38
2024,7,11,5,25,,UTC+8,1.21
2024,7,11,12,9,,UTC+8,1.96
2024,7,11,19,23,,UTC+8,0.64
2024,7,12,2,37,,UTC+8,1.44
2024,7,12,6,18,,UTC+8,1.24
2024,7,12,12,22,,UTC+8,1.8
2024,7,12,19,52,,UTC+8,0.75
2024,7,13,3,12,,UTC+8,1.51
2024,7,13,7,21,,UTC+8,1.27
2024,7,13,12,34,,UTC+8,1.62
2024,7,13,20,23,,UTC+8,0.86
2024,7,14,3,43,,UTC+8,1.6
2024,7,14,8,46,,UTC+8,1.26
2024,7,14,13,0,,UTC+8,1.43
2024,7,14,20,55,,UTC+8,0.96
2024,7,15,4,12,,UTC+8,1.71
2024,7,15,10,27,,UTC+8,1.18
2024,7,15,16,31,,UTC+8,1.27
2024,7,15,21,28,,UTC+8,1.06
2024,7,16,4,43,,UTC+8,1.84
2024,7,16,13,5,,UTC+8,1.01
2024,7,16,19,1,,UTC+8,1.21
2024,7,16,22,3,,UTC+8,1.13
2024,7,17,5,16,,UTC+8,1.97
2024,7,17,13,50,,UTC+8,0.81
2024,7,18,5,51,,UTC+8,2.1
2024,7,18,14,27,,UTC+8,0.63
2024,7,19,6,31,,UTC+8,2.23
2024,7,19,15,3,,UTC+8,0.47
2024,7,19,22,11,,UTC+8,1.31
2024,7,20,0,23,,UTC+8,1.25
2024,7,20,7,17,,UTC+8,2.35
2024,7,20,15,38,,UTC+8,0.35
2024,7,20,22,47,,UTC+8,1.35
2024,7,21,1,20,,UTC+8,1.23
2024,7,21,8,12,,UTC+8,2.44
2024,7,21,16,14,,UTC+8,0.28
2024,7,21,23,21,,UTC+8,1.37
2024,7,22,2,24,,UTC+8,1.19
2024,7,22,9,12,,UTC+8,2.5
2024,7,22,16,50,,UTC+8,0.26
2024,7,22,23,55,,UTC+8,1.41
2024,7,23,3,24,,UTC+8,1.14
2024,7,23,10,9,,UTC+8,2.5
2024,7,23,17,24,,UTC+8,0.3
2024,7,24,0,30,,UTC+8,1.45
2024,7,24,4,18,,UTC+8,1.08
2024,7,24,11,4,,UTC+8,2.44
2024,7,24,17,58,,UTC+8,0.39
2024,7,25,1,8,,UTC+8,1.53
2024,7,25,5,11,,UTC+8,1.04
2024,7,25,11,58,,UTC+8,2.3
2024,7,25,18,30,,UTC+8,0.53
2024,7,26,1,48,,UTC+8,1.62
2024,7,26,6,6,,UTC+8,1.03
2024,7,26,12,53,,UTC+8,2.09
2024,7,26,19,3,,UTC+8,0.68
2024,7,27,2,32,,UTC+8,1.73
2024,7,27,7,7,,UTC+8,1.04
2024,7,27,14,0,,UTC+8,1.83
2024,7,27,19,35,,UTC+8,0.84
2024,7,28,3,18,,UTC+8,1.84
2024,7,28,8,25,,UTC+8,1.05
2024,7,28,15,20,,UTC+8,1.56
2024,7,28,20,8,,UTC+8,1
2024,7,29,4,7,,UTC+8,1.95
2024,7,29,10,11,,UTC+8,0.99
2024,7,29,16,55,,UTC+8,1.35
2024,7,29,20,40,,UTC+8,1.14
2024,7,30,4,57,,UTC+8,2.06
2024,7,30,11,54,,UTC+8,0.85
2024,7,31,5,48,,UTC+8,2.15
2024,7,31,13,30,,UTC+8,0.67
2024,8,1,6,37,,UTC+8,2.22
2024,8,1,14,20,,UTC+8,0.52
2024,8,2,7,23,,UTC+8,2.29
2024,8,2,15,0,,UTC+8,0.42
2024,8,3,8,7,,UTC+8,2.33
2024,8,3,15,37,,UTC+8,0.38
2024,8,3,22,45,,UTC+8,1.38
2024,8,4,1,46,,UTC+8,1.27
2024,8,4,8,50,,UTC+8,2.34
2024,8,4,16,11,,UTC+8,0.38
2024,8,4,23,9,,UTC+8,1.4
2024,8,5,2,36,,UTC+8,1.21
2024,8,5,9,31,,UTC+8,2.32
2024,8,5,16,43,,UTC+8,0.42
2024,8,5,23,33,,UTC+8,1.43
2024,8,6,3,20,,UTC+8,1.16
2024,8,6,10,11,,UTC+8,2.28
2024,8,6,17,11,,UTC+8,0.5
2024,8,6,23,57,,UTC+8,1.47
2024,8,7,4,1,,UTC+8,1.12
2024,8,7,10,49,,UTC+8,2.19
2024,8,7,17,36,,UTC+8,0.6
2024,8,8,0,19,,UTC+8,1.53
2024,8,8,4,41,,UTC+8,1.11
2024,8,8,11,24,,UTC+8,2.08
2024,8,8,17,59,,UTC+8,0.7
2024,8,9,0,40,,UTC+8,1.59
2024,8,9,5,24,,UTC+8,1.12
2024,8,9,11,58,,UTC+8,1.93
2024,8,9,18,23,,UTC+8,0.81
2024,8,10,1,5,,UTC+8,1.65
2024,8,10,6,10,,UTC+8,1.14
2024,8,10,12,30,,UTC+8,1.76
2024,8,10,18,48,,UTC+8,0.93
2024,8,11,1,35,,UTC+8,1.73
2024,8,11,7,3,,UTC+8,1.16
2024,8,11,13,9,,UTC+8,1.57
2024,8,11,19,10,,UTC+8,1.04
2024,8,12,2,9,,UTC+8,1.81
2024,8,12,8,12,,UTC+8,1.17
2024,8,12,14,37,,UTC+8,1.38
2024,8,12,19,27,,UTC+8,1.14
2024,8,13,2,49,,UTC+8,1.89
2024,8,13,9,48,,UTC+8,1.13
2024,8,14,3,34,,UTC+8,1.98
2024,8,14,13,4,,UTC+8,0.97
2024,8,15,4,24,,UTC+8,2.08
2024,8,15,13,44,,UTC+8,0.79
2024,8,16,5,15,,UTC+8,2.2
2024,8,16,14,17,,UTC+8,0.63
2024,8,17,6,8,,UTC+8,2.32
2024,8,17,14,47,,UTC+8,0.49
2024,8,17,21,58,,UTC+8,1.47
2024,8,18,0,25,,UTC+8,1.39
2024,8,18,7,6,,UTC+8,2.43
2024,8,18,15,16,,UTC+8,0.41
2024,8,18,22,20,,UTC+8,1.5
2024,8,19,1,38,,UTC+8,1.29
2024,8,19,8,8,,UTC+8,2.52
2024,8,19,15,46,,UTC+8,0.37
2024,8,19,22,45,,UTC+8,1.56
2024,8,20,2,37,,UTC+8,1.16
2024,8,20,9,9,,UTC+8,2.56
2024,8,20,16,15,,UTC+8,0.4
2024,8,20,23,10,,UTC+8,1.63
2024,8,21,3,29,,UTC+8,1.03
2024,8,21,10,6,,UTC+8,2.53
2024,8,21,16,45,,UTC+8,0.49
2024,8,21,23,38,,UTC+8,1.73
2024,8,22,4,18,,UTC+8,0.93
2024,8,22,11,1,,UTC+8,2.42
2024,8,22,17,15,,UTC+8,0.62
2024,8,23,0,9,,UTC+8,1.85
2024,8,23,5,8,,UTC+8,0.87
2024,8,23,11,54,,UTC+8,2.22
2024,8,23,17,44,,UTC+8,0.78
2024,8,24,0,45,,UTC+8,1.97
2024,8,24,6,1,,UTC+8,0.88
2024,8,24,12,50,,UTC+8,1.97
2024,8,24,18,13,,UTC+8,0.95
2024,8,25,1,26,,UTC+8,2.06
2024,8,25,7,0,,UTC+8,0.92
2024,8,25,13,58,,UTC+8,1.69
2024,8,25,18,41,,UTC+8,1.11
2024,8,26,2,13,,UTC+8,2.13
2024,8,26,8,26,,UTC+8,0.96
2024,8,26,15,27,,UTC+8,1.44
2024,8,26,19,4,,UTC+8,1.26
2024,8,27,3,9,,UTC+8,2.16
2024,8,27,10,17,,UTC+8,0.94
2024,8,28,4,14,,UTC+8,2.19
2024,8,28,12,47,,UTC+8,0.81
2024,8,29,5,20,,UTC+8,2.22
2024,8,29,13,34,,UTC+8,0.69
2024,8,30,6,21,,UTC+8,2.26
2024,8,30,14,7,,UTC+8,0.61
2024,8,31,7,14,,UTC+8,2.29
2024,8,31,14,37,,UTC+8,0.57
2024,8,31,21,55,,UTC+8,1.54
2024,9,1,1,3,,UTC+8,1.41
2024,9,1,8,0,,UTC+8,2.31
2024,9,1,15,7,,UTC+8,0.57
2024,9,1,22,7,,UTC+8,1.57
2024,9,2,1,55,,UTC+8,1.3
2024,9,2,8,43,,UTC+8,2.31
2024,9,2,15,35,,UTC+8,0.6
2024,9,2,22,22,,UTC+8,1.62
2024,9,3,2,38,,UTC+8,1.2
2024,9,3,9,24,,UTC+8,2.29
2024,9,3,16,1,,UTC+8,0.67
2024,9,3,22,36,,UTC+8,1.68
2024,9,4,3,18,,UTC+8,1.12
2024,9,4,10,2,,UTC+8,2.23
2024,9,4,16,25,,UTC+8,0.75
2024,9,4,22,48,,UTC+8,1.76
2024,9,5,3,56,,UTC+8,1.06
2024,9,5,10,40,,UTC+8,2.15
2024,9,5,16,46,,UTC+8,0.85
2024,9,5,23,6,,UTC+8,1.84
2024,9,6,4,34,,UTC+8,1.03
2024,9,6,11,17,,UTC+8,2.03
2024,9,6,17,8,,UTC+8,0.96
2024,9,6,23,28,,UTC+8,1.91
2024,9,7,5,14,,UTC+8,1.02
2024,9,7,11,55,,UTC+8,1.89
2024,9,7,17,29,,UTC+8,1.06
2024,9,7,23,51,,UTC+8,1.98
2024,9,8,5,56,,UTC+8,1.03
2024,9,8,12,36,,UTC+8,1.73
2024,9,8,17,49,,UTC+8,1.17
2024,9,9,0,15,,UTC+8,2.04
2024,9,9,6,45,,UTC+8,1.06
2024,9,9,13,28,,UTC+8,1.57
2024,9,9,18,1,,UTC+8,1.27
2024,9,10,0,41,,UTC+8,2.09
2024,9,10,7,46,,UTC+8,1.08
2024,9,10,14,47,,UTC+8,1.42
2024,9,10,17,46,,UTC+8,1.35
2024,9,11,1,20,,UTC+8,2.12
2024,9,11,9,21,,UTC+8,1.07
2024,9,12,2,19,,UTC+8,2.15
2024,9,12,12,29,,UTC+8,0.96
2024,9,13,3,40,,UTC+8,2.2
2024,9,13,13,11,,UTC+8,0.81
2024,9,14,4,50,,UTC+8,2.28
2024,9,14,13,42,,UTC+8,0.7
2024,9,15,5,55,,UTC+8,2.38
2024,9,15,14,9,,UTC+8,0.61
2024,9,15,21,18,,UTC+8,1.68
2024,9,16,0,43,,UTC+8,1.46
2024,9,16,7,1,,UTC+8,2.47
2024,9,16,14,35,,UTC+8,0.58
2024,9,16,21,33,,UTC+8,1.75
2024,9,17,1,42,,UTC+8,1.27
2024,9,17,8,6,,UTC+8,2.52
2024,9,17,15,3,,UTC+8,0.6
2024,9,17,21,49,,UTC+8,1.85
2024,9,18,2,35,,UTC+8,1.06
2024,9,18,9,6,,UTC+8,2.52
2024,9,18,15,32,,UTC+8,0.67
2024,9,18,22,11,,UTC+8,1.98
2024,9,19,3,24,,UTC+8,0.88
2024,9,19,10,3,,UTC+8,2.44
2024,9,19,16,1,,UTC+8,0.79
2024,9,19,22,39,,UTC+8,2.13
2024,9,20,4,12,,UTC+8,0.76
2024,9,20,10,57,,UTC+8,2.28
2024,9,20,16,31,,UTC+8,0.94
2024,9,20,23,11,,UTC+8,2.27
2024,9,21,5,2,,UTC+8,0.72
2024,9,21,11,51,,UTC+8,2.07
2024,9,21,17,0,,UTC+8,1.1
2024,9,21,23,47,,UTC+8,2.36
2024,9,22,5,54,,UTC+8,0.75
2024,9,22,12,51,,UTC+8,1.82
2024,9,22,17,26,,UTC+8,1.25
2024,9,23,0,25,,UTC+8,2.4
2024,9,23,6,57,,UTC+8,0.83
2024,9,23,14,7,,UTC+8,1.6
2024,9,23,17,44,,UTC+8,1.38
2024,9,24,1,8,,UTC+8,2.38
2024,9,24,8,32,,UTC+8,0.89
2024,9,25,2,3,,UTC+8,2.33
2024,9,25,10,16,,UTC+8,0.9
2024,9,26,3,30,,UTC+8,2.26
2024,9,26,12,5,,UTC+8,0.84
2024,9,27,4,53,,UTC+8,2.23
2024,9,27,12,52,,UTC+8,0.79
2024,9,28,6,2,,UTC+8,2.23
2024,9,28,13,26,,UTC+8,0.78
2024,9,28,21,4,,UTC+8,1.72
2024,9,29,0,19,,UTC+8,1.59
2024,9,29,6,59,,UTC+8,2.23
2024,9,29,13,57,,UTC+8,0.79
2024,9,29,21,6,,UTC+8,1.75
2024,9,30,1,13,,UTC+8,1.44
2024,9,30,7,48,,UTC+8,2.22
2024,9,30,14,25,,UTC+8,0.82
2024,9,30,21,13,,UTC+8,1.81
2024,10,1,1,56,,UTC+8,1.29
2024,10,1,8,33,,UTC+8,2.2
2024,10,1,14,51,,UTC+8,0.87
2024,10,1,21,22,,UTC+8,1.89
2024,10,2,2,34,,UTC+8,1.17
2024,10,2,9,14,,UTC+8,2.17
2024,10,2,15,14,,UTC+8,0.95
2024,10,2,21,34,,UTC+8,1.99
2024,10,3,3,11,,UTC+8,1.06
2024,10,3,9,53,,UTC+8,2.11
2024,10,3,15,35,,UTC+8,1.03
2024,10,3,21,50,,UTC+8,2.09
2024,10,4,3,47,,UTC+8,0.98
2024,10,4,10,32,,UTC+8,2.03
2024,10,4,15,55,,UTC+8,1.12
2024,10,4,22,10,,UTC+8,2.18
2024,10,5,4,24,,UTC+8,0.93
2024,10,5,11,11,,UTC+8,1.93
2024,10,5,16,16,,UTC+8,1.22
2024,10,5,22,30,,UTC+8,2.25
2024,10,6,5,2,,UTC+8,0.91
2024,10,6,11,51,,UTC+8,1.81
2024,10,6,16,34,,UTC+8,1.31
2024,10,6,22,44,,UTC+8,2.3
2024,10,7,5,44,,UTC+8,0.91
2024,10,7,12,36,,UTC+8,1.69
2024,10,7,16,43,,UTC+8,1.39
2024,10,7,22,37,,UTC+8,2.34
2024,10,8,6,31,,UTC+8,0.94
2024,10,8,13,36,,UTC+8,1.58
2024,10,8,16,35,,UTC+8,1.46
2024,10,8,23,1,,UTC+8,2.34
2024,10,9,7,30,,UTC+8,0.97
2024,10,9,23,53,,UTC+8,2.32
2024,10,10,9,1,,UTC+8,0.98
2024,10,11,1,24,,UTC+8,2.28
2024,10,11,10,44,,UTC+8,0.94
2024,10,12,3,3,,UTC+8,2.26
2024,10,12,12,6,,UTC+8,0.86
2024,10,13,4,33,,UTC+8,2.29
2024,10,13,12,43,,UTC+8,0.81
2024,10,13,20,13,,UTC+8,1.81
2024,10,13,23,36,,UTC+8,1.65
2024,10,14,5,46,,UTC+8,2.33
2024,10,14,13,14,,UTC+8,0.79
2024,10,14,20,21,,UTC+8,1.89
2024,10,15,0,42,,UTC+8,1.42
2024,10,15,6,58,,UTC+8,2.36
2024,10,15,13,44,,UTC+8,0.81
2024,10,15,20,34,,UTC+8,2.01
2024,10,16,1,37,,UTC+8,1.16
2024,10,16,8,3,,UTC+8,2.35
2024,10,16,14,15,,UTC+8,0.87
2024,10,16,20,54,,UTC+8,2.17
2024,10,17,2,28,,UTC+8,0.91
2024,10,17,9,4,,UTC+8,2.3
2024,10,17,14,47,,UTC+8,0.97
2024,10,17,21,22,,UTC+8,2.34
2024,10,18,3,17,,UTC+8,0.72
2024,10,18,10,1,,UTC+8,2.19
2024,10,18,15,18,,UTC+8,1.1
2024,10,18,21,53,,UTC+8,2.5
2024,10,19,4,6,,UTC+8,0.6
2024,10,19,10,57,,UTC+8,2.03
2024,10,19,15,47,,UTC+8,1.23
2024,10,19,22,28,,UTC+8,2.6
2024,10,20,4,56,,UTC+8,0.58
2024,10,20,11,56,,UTC+8,1.86
2024,10,20,16,15,,UTC+8,1.36
2024,10,20,23,5,,UTC+8,2.64
2024,10,21,5,52,,UTC+8,0.63
2024,10,21,13,3,,UTC+8,1.69
2024,10,21,16,32,,UTC+8,1.46
2024,10,21,23,44,,UTC+8,2.6
2024,10,22,7,2,,UTC+8,0.72
2024,10,22,14,18,,UTC+8,1.57
2024,10,22,15,59,,UTC+8,1.52
2024,10,23,0,26,,UTC+8,2.51
2024,10,23,8,25,,UTC+8,0.8
2024,10,24,1,18,,UTC+8,2.38
2024,10,24,9,43,,UTC+8,0.86
2024,10,25,2,44,,UTC+8,2.25
2024,10,25,11,0,,UTC+8,0.89
2024,10,26,4,16,,UTC+8,2.15
2024,10,26,11,54,,UTC+8,0.91
2024,10,26,20,16,,UTC+8,1.81
2024,10,26,23,12,,UTC+8,1.76
2024,10,27,5,31,,UTC+8,2.09
2024,10,27,12,34,,UTC+8,0.94
2024,10,27,20,3,,UTC+8,1.85
2024,10,28,0,27,,UTC+8,1.59
2024,10,28,6,36,,UTC+8,2.05
2024,10,28,13,7,,UTC+8,0.98
2024,10,28,20,4,,UTC+8,1.92
2024,10,29,1,13,,UTC+8,1.41
2024,10,29,7,30,,UTC+8,2.01
2024,10,29,13,34,,UTC+8,1.04
2024,10,29,20,16,,UTC+8,2.01
2024,10,30,1,53,,UTC+8,1.25
2024,10,30,8,19,,UTC+8,1.97
2024,10,30,13,58,,UTC+8,1.11
2024,10,30,20,28,,UTC+8,2.11
2024,10,31,2,29,,UTC+8,1.1
2024,10,31,9,4,,UTC+8,1.93
2024,10,31,14,19,,UTC+8,1.18
2024,10,31,20,42,,UTC+8,2.23
2024,11,1,3,4,,UTC+8,0.97
2024,11,1,9,47,,UTC+8,1.88
2024,11,1,14,40,,UTC+8,1.25
2024,11,1,20,59,,UTC+8,2.33
2024,11,2,3,39,,UTC+8,0.86
2024,11,2,10,28,,UTC+8,1.82
2024,11,2,15,1,,UTC+8,1.31
2024,11,2,21,16,,UTC+8,2.42
2024,11,3,4,16,,UTC+8,0.79
2024,11,3,11,8,,UTC+8,1.76
2024,11,3,15,20,,UTC+8,1.38
2024,11,3,21,19,,UTC+8,2.48
2024,11,4,4,54,,UTC+8,0.76
2024,11,4,11,51,,UTC+8,1.69
2024,11,4,15,30,,UTC+8,1.44
2024,11,4,21,20,,UTC+8,2.52
2024,11,5,5,36,,UTC+8,0.75
2024,11,5,12,44,,UTC+8,1.62
2024,11,5,15,35,,UTC+8,1.48
2024,11,5,21,45,,UTC+8,2.53
2024,11,6,6,23,,UTC+8,0.78
2024,11,6,22,20,,UTC+8,2.49
2024,11,7,7,21,,UTC+8,0.82
2024,11,7,23,6,,UTC+8,2.42
2024,11,8,8,38,,UTC+8,0.85
2024,11,9,0,54,,UTC+8,2.32
2024,11,9,9,48,,UTC+8,0.86
2024,11,10,2,35,,UTC+8,2.23
2024,11,10,10,47,,UTC+8,0.88
2024,11,10,19,0,,UTC+8,1.81
2024,11,10,21,45,,UTC+8,1.74
2024,11,11,4,18,,UTC+8,2.17
2024,11,11,11,34,,UTC+8,0.9
2024,11,11,19,4,,UTC+8,1.91
2024,11,11,23,29,,UTC+8,1.53
2024,11,12,5,40,,UTC+8,2.12
2024,11,12,12,14,,UTC+8,0.95
2024,11,12,19,21,,UTC+8,2.05
2024,11,13,0,34,,UTC+8,1.27
2024,11,13,6,55,,UTC+8,2.07
2024,11,13,12,51,,UTC+8,1.02
2024,11,13,19,44,,UTC+8,2.22
2024,11,14,1,30,,UTC+8,0.99
2024,11,14,8,4,,UTC+8,2.02
2024,11,14,13,26,,UTC+8,1.11
2024,11,14,20,12,,UTC+8,2.4
2024,11,15,2,22,,UTC+8,0.74
2024,11,15,9,7,,UTC+8,1.94
2024,11,15,14,0,,UTC+8,1.21
2024,11,15,20,43,,UTC+8,2.57
2024,11,16,3,13,,UTC+8,0.56
2024,11,16,10,9,,UTC+8,1.85
2024,11,16,14,33,,UTC+8,1.3
2024,11,16,21,17,,UTC+8,2.69
2024,11,17,4,4,,UTC+8,0.46
2024,11,17,11,11,,UTC+8,1.75
2024,11,17,15,3,,UTC+8,1.39
2024,11,17,21,54,,UTC+8,2.74
2024,11,18,4,58,,UTC+8,0.45
2024,11,18,12,11,,UTC+8,1.66
2024,11,18,15,24,,UTC+8,1.46
2024,11,18,22,34,,UTC+8,2.71
2024,11,19,5,56,,UTC+8,0.51
2024,11,19,13,10,,UTC+8,1.58
2024,11,19,15,10,,UTC+8,1.5
2024,11,19,23,15,,UTC+8,2.62
2024,11,20,6,59,,UTC+8,0.6
2024,11,20,23,57,,UTC+8,2.49
2024,11,21,7,58,,UTC+8,0.7
2024,11,22,0,42,,UTC+8,2.32
2024,11,22,8,54,,UTC+8,0.8
2024,11,23,1,45,,UTC+8,2.15
2024,11,23,9,48,,UTC+8,0.89
2024,11,24,3,15,,UTC+8,1.99
2024,11,24,10,40,,UTC+8,0.97
2024,11,24,18,48,,UTC+8,1.79
2024,11,24,22,36,,UTC+8,1.71
2024,11,25,4,38,,UTC+8,1.86
2024,11,25,11,23,,UTC+8,1.05
2024,11,25,18,51,,UTC+8,1.88
2024,11,26,0,24,,UTC+8,1.53
2024,11,26,6,5,,UTC+8,1.76
2024,11,26,11,57,,UTC+8,1.12
2024,11,26,19,8,,UTC+8,1.98
2024,11,27,1,12,,UTC+8,1.34
2024,11,27,7,13,,UTC+8,1.7
2024,11,27,12,24,,UTC+8,1.18
2024,11,27,19,25,,UTC+8,2.09
2024,11,28,1,52,,UTC+8,1.15
2024,11,28,8,10,,UTC+8,1.66
2024,11,28,12,48,,UTC+8,1.24
2024,11,28,19,37,,UTC+8,2.21
2024,11,29,2,29,,UTC+8,0.98
2024,11,29,9,2,,UTC+8,1.63
2024,11,29,13,13,,UTC+8,1.29
2024,11,29,19,49,,UTC+8,2.33
2024,11,30,3,3,,UTC+8,0.83
2024,11,30,9,49,,UTC+8,1.62
2024,11,30,13,39,,UTC+8,1.33
2024,11,30,20,7,,UTC+8,2.44
2024,12,1,3,38,,UTC+8,0.71
2024,12,1,10,33,,UTC+8,1.6
2024,12,1,14,3,,UTC+8,1.37
2024,12,1,20,26,,UTC+8,2.52
2024,12,2,4,14,,UTC+8,0.63
2024,12,2,11,17,,UTC+8,1.58
2024,12,2,14,21,,UTC+8,1.4
2024,12,2,20,40,,UTC+8,2.57
2024,12,3,4,52,,UTC+8,0.58
2024,12,3,12,5,,UTC+8,1.55
2024,12,3,14,40,,UTC+8,1.42
2024,12,3,21,4,,UTC+8,2.59
2024,12,4,5,34,,UTC+8,0.58
2024,12,4,12,57,,UTC+8,1.53
2024,12,4,15,6,,UTC+8,1.44
2024,12,4,21,39,,UTC+8,2.57
2024,12,5,6,19,,UTC+8,0.6
2024,12,5,13,53,,UTC+8,1.52
2024,12,5,15,37,,UTC+8,1.47
2024,12,5,22,25,,UTC+8,2.5
2024,12,6,7,8,,UTC+8,0.65
2024,12,6,23,47,,UTC+8,2.4
2024,12,7,8,1,,UTC+8,0.71
2024,12,8,0,55,,UTC+8,2.26
2024,12,8,8,53,,UTC+8,0.79
2024,12,8,16,42,,UTC+8,1.7
2024,12,8,19,43,,UTC+8,1.61
2024,12,9,2,14,,UTC+8,2.09
2024,12,9,9,41,,UTC+8,0.88
2024,12,9,17,24,,UTC+8,1.82
2024,12,9,21,39,,UTC+8,1.53
2024,12,10,4,0,,UTC+8,1.93
2024,12,10,10,27,,UTC+8,0.98
2024,12,10,17,59,,UTC+8,1.97
2024,12,10,23,16,,UTC+8,1.33
2024,12,11,5,36,,UTC+8,1.79
2024,12,11,11,10,,UTC+8,1.08
2024,12,11,18,32,,UTC+8,2.14
2024,12,12,0,27,,UTC+8,1.07
2024,12,12,6,59,,UTC+8,1.69
2024,12,12,11,51,,UTC+8,1.18
2024,12,12,19,5,,UTC+8,2.31
2024,12,13,1,28,,UTC+8,0.81
2024,12,13,8,18,,UTC+8,1.63
2024,12,13,12,31,,UTC+8,1.26
2024,12,13,19,38,,UTC+8,2.47
2024,12,14,2,25,,UTC+8,0.59
2024,12,14,9,34,,UTC+8,1.59
2024,12,14,13,11,,UTC+8,1.32
2024,12,14,20,14,,UTC+8,2.6
2024,12,15,3,19,,UTC+8,0.43
2024,12,15,10,35,,UTC+8,1.56
2024,12,15,13,48,,UTC+8,1.37
2024,12,15,20,52,,UTC+8,2.67
2024,12,16,4,12,,UTC+8,0.35
2024,12,16,11,26,,UTC+8,1.53
2024,12,16,14,22,,UTC+8,1.39
2024,12,16,21,33,,UTC+8,2.68
2024,12,17,5,3,,UTC+8,0.35
2024,12,17,12,12,,UTC+8,1.5
2024,12,17,14,43,,UTC+8,1.4
2024,12,17,22,16,,UTC+8,2.63
2024,12,18,5,51,,UTC+8,0.41
2024,12,18,12,57,,UTC+8,1.49
2024,12,18,14,58,,UTC+8,1.41
2024,12,18,22,57,,UTC+8,2.53
2024,12,19,6,36,,UTC+8,0.5
2024,12,19,13,42,,UTC+8,1.48
2024,12,19,15,32,,UTC+8,1.43
2024,12,19,23,36,,UTC+8,2.38
2024,12,20,7,17,,UTC+8,0.62
2024,12,21,0,9,,UTC+8,2.21
2024,12,21,7,54,,UTC+8,0.74
2024,12,21,23,59,,UTC+8,2.03
2024,12,22,8,30,,UTC+8,0.86
2024,12,22,16,20,,UTC+8,1.62
2024,12,22,19,12,,UTC+8,1.56
2024,12,23,0,12,,UTC+8,1.84
2024,12,23,9,5,,UTC+8,0.98
2024,12,23,17,7,,UTC+8,1.72
2024,12,23,21,2,,UTC+8,1.56
2024,12,24,0,46,,UTC+8,1.64
2024,12,24,9,40,,UTC+8,1.07
2024,12,24,17,42,,UTC+8,1.82
2024,12,25,10,15,,UTC+8,1.16
2024,12,25,18,7,,UTC+8,1.94
2024,12,26,1,23,,UTC+8,1.22
2024,12,26,7,4,,UTC+8,1.4
2024,12,26,10,51,,UTC+8,1.23
2024,12,26,18,19,,UTC+8,2.06
2024,12,27,2,2,,UTC+8,1.02
2024,12,27,8,16,,UTC+8,1.39
2024,12,27,11,27,,UTC+8,1.28
2024,12,27,18,32,,UTC+8,2.19
2024,12,28,2,37,,UTC+8,0.84
2024,12,28,9,18,,UTC+8,1.4
2024,12,28,12,3,,UTC+8,1.31
2024,12,28,18,57,,UTC+8,2.31
2024,12,29,3,10,,UTC+8,0.68
2024,12,29,10,5,,UTC+8,1.42
2024,12,29,12,39,,UTC+8,1.33
2024,12,29,19,28,,UTC+8,2.42
2024,12,30,3,43,,UTC+8,0.56
2024,12,30,10,45,,UTC+8,1.44
2024,12,30,13,15,,UTC+8,1.34
2024,12,30,20,5,,UTC+8,2.51
2024,12,31,4,16,,UTC+8,0.47
2024,12,31,11,23,,UTC+8,1.45
2024,12,31,13,53,,UTC+8,1.33
2024,12,31,20,49,,UTC+8,2.56
2025,1,1,4,51,,UTC+8,0.43
2025,1,1,11,59,,UTC+8,1.46
2025,1,1,14,35,,UTC+8,1.32
2025,1,1,21,38,,UTC+8,2.57
2025,1,2,5,27,,UTC+8,0.43
2025,1,2,12,39,,UTC+8,1.46
2025,1,2,15,28,,UTC+8,1.31
2025,1,2,22,30,,UTC+8,2.54
2025,1,3,6,2,,UTC+8,0.47
2025,1,3,13,19,,UTC+8,1.49
2025,1,3,16,32,,UTC+8,1.31
2025,1,3,23,20,,UTC+8,2.46
2025,1,4,6,38,,UTC+8,0.55
